id,title,authors,date,source_name,category,type,area,url,summary,breadth_score,significance_score,tags,notes,retrieved_at
56f6cab9c4b532b7,The maximal length of the Erdős–Herzog–Piranian lemniscate in high degree,Terence Tao,2025-12-15,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/12/15/the-maximal-length-of-the-erdos-herzog-piranian-lemniscate-in-high-degree/,I’ve just uploaded to the arXiv my preprint The maximal length of the Erdős–Herzog–Piranian lemniscate in high degree. This paper resolves (in the asymptotic regime of sufficiently high degree) an old question about the ,3,3,"announcement,high-signif,legible,type:blog",,2026-07-10T04:39:49
7b942d19c67a0ce4,The Equational Theories Project: Advancing Collaborative Mathematical Research at Scale,Terence Tao,2025-12-09,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/12/09/the-equational-theories-project-advancing-collaborative-mathematical-research-at-scale/,"Matthew Bolan, Joachim Breitner, Jose Brox, Nicholas Carlini, Mario Carneiro, Floris van Doorn, Martin Dvorak, Andrés Goens, Aaron Hill, Harald Husum, Hernán Ibarra Mejia, Zoltan Kocsis, Bruno Le Floch, Amir Livne Bar-on",2,2,type:blog,,2026-07-10T04:39:49
b665b1187c8fe38e,The story of Erdős problem #1026,Terence Tao,2025-12-08,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/12/08/the-story-of-erdos-problem-126/,"Problem 1026 on the Erdős problem web site recently got solved through an interesting combination of existing literature, online collaboration, and AI tools. The purpose of this blog post is to try to tell the story of t",3,2,"legible,type:blog",,2026-07-10T04:39:49
879a48b30f12bbf4,Quantitative correlations and some problems on prime factors of consecutive integers,Terence Tao,2025-12-01,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/12/01/quantitative-correlations-and-some-problems-on-prime-factors-of-consecutive-integers/,"Joni Teravainen and I have uploaded to the arXiv our paper “Quantitative correlations and some problems on prime factors of consecutive integers“. This paper applies modern analytic number theory tools – most notably, th",2,2,"announcement,type:blog",,2026-07-10T04:39:49
366361a357ce43ce,Growth rates of sequences governed by the squarefree properties of its translates,Terence Tao,2025-12-01,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/12/01/growth-rates-of-sequences-governed-by-the-squarefree-properties-of-its-translates/,Wouter van Doorn and I have uploaded to the arXiv our paper “Growth rates of sequences governed by the squarefree properties of its translates“. In this paper we answer a number of questions of Erdős} (Problem 1102 and P,2,2,"announcement,type:blog",,2026-07-10T04:39:49
86492674d76f4434,Call for industry sponsors for IPAM’s RIPS program,Terence Tao,2025-11-24,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/11/24/call-for-industry-sponsors-for-ipams-rips-program/,"Over the last 25 years, the Institute for pure and applied mathematics (IPAM) at UCLA (where I am now director of special projects) has run the popular Research in Industrial Projects for Students (RIPS) program every su",2,2,type:blog,,2026-07-10T04:39:49
21eab20bbe23c21e,Climbing the cosmic distance ladder: another sample chapter,Terence Tao,2025-11-21,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/11/21/climbing-the-cosmic-distance-ladder-another-sample-chapter/,"Five years ago, I announced a popular science book project with Tanya Klowden on the cosmic distance ladder, in which we released a sample draft chapter of the book, covering the “fourth rung” of the ladder, which for us",2,2,"announcement,type:blog",,2026-07-10T04:39:49
b05fb8ede257d530,"Sum-difference exponents for boundedly many slopes, and rational complexity",Terence Tao,2025-11-19,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/11/19/sum-difference-exponents-for-boundedly-many-slopes-and-rational-complexity/,"I have uploaded to the arXiv my paper “Sum-difference exponents for boundedly many slopes, and rational complexity“. This is the second spinoff of my previous project with Bogdan Georgiev, Javier Gómez–Serrano, and Adam ",2,2,"announcement,type:blog",,2026-07-10T04:39:49
848f595c60a8a961,New Nikodym set constructions over finite fields,Terence Tao,2025-11-12,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/11/12/new-nikodym-set-constructions-over-finite-fields/,"I have uploaded to the arXiv my paper “New Nikodym set constructions over finite fields“. This is a spinoff of my previous project with Bogdan Georgiev, Javier Gómez–Serrano, and Adam Zsolt Wagner that I recently posted ",2,2,"announcement,type:blog",,2026-07-10T04:39:49
5735af99b4aa9d13,Mathematical exploration and discovery at scale,Terence Tao,2025-11-05,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/11/05/mathematical-exploration-and-discovery-at-scale/,"Bogdan Georgiev, Javier Gómez-Serrano, Adam Zsolt Wagner, and I have uploaded to the arXiv our paper “Mathematical exploration and discovery at scale“. This is a longer report on the experiments we did in collaboration w",2,2,"announcement,type:blog",,2026-07-10T04:39:49
2f87a7705e8f389a,Smooth numbers and max-entropy,Terence Tao,2025-09-15,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/09/15/smooth-numbers-and-max-entropy/,"Given a threshold , a -smooth number (or -friable number) is a natural number whose prime factors are all at most . We use to denote the number of -smooth numbers up to . In studying the asymptotic behavior of , it is cu",3,2,"cross-field,type:blog",,2026-07-10T04:39:49
5ad9a6a50b552485,A crowdsourced project to link up erdosproblems.com to the OEIS,Terence Tao,2025-08-31,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/08/31/a-crowdsourced-project-to-link-up-erdosproblems-com-to-the-oeis/,"Thomas Bloom’s erdosproblems.com site hosts nearly a thousand questions that originated, or were communicated by, Paul Erdős, as well as the current status of these questions (about a third of which are currently solved)",3,2,"legible,type:blog",,2026-07-10T04:39:49
0173a79088f29d56,SLMath announces new research programs,Terence Tao,2025-08-30,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/08/30/slmath-announces-new-research-programs/,"The Simons-Laufer Mathematical Sciences institute, or SLMath (formerly the Mathematical Sciences Research Institute, or MSRI) has recently restructured its program formats, and is now announcing three new research initia",2,2,"announcement,type:blog",,2026-07-10T04:39:49
a9f053393df990fc,Rough numbers between consecutive primes,Terence Tao,2025-08-10,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/08/10/rough-numbers-between-consecutive-primes/,"First things first: due to an abrupt suspension of NSF funding to my home university of UCLA, the Institute of Pure and Applied Mathematics (which had been preliminarily approved for a five-year NSF grant to run the inst",2,3,"high-signif,type:blog",,2026-07-10T04:39:49
7990320d31d0f3be,Salem Prize now accepting nominations for 2025,Terence Tao,2025-07-08,Terence Tao — What's New,D,blog,теория чисел,https://terrytao.wordpress.com/2025/07/08/salem-prize-now-accepting-nominations-for-2025/,"The Salem prize was established in 1968 and named in honor of Raphaël Salem (1898-1963), a mathematician famous notably for his deep study of the links between Fourier series and number theory and for pioneering applicat",4,2,"cross-field,legible,type:blog",,2026-07-10T04:39:49
ef81b6dd648fd3ed,The Ramanujan Challenge for AI,Gil Kalai,2026-07-02,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/07/02/the-ramanujan-challenge-for-ai/,"The Ramanujan challenge Ido Kaminer shared with me the following information  about The Ramanujan Challenge for AI, and I am happy to share it with the readers of this blog. The challenge page is at  ramanujanmachine.com",2,2,type:blog,,2026-07-10T04:39:49
a2929e7b04b1c1c5,Matching in NC and Local Events,Gil Kalai,2026-06-22,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/06/22/matching-in-nc-and-local-events/,"Matching is in NC Matching theory is one of the richest gold mines of ideas and results in mathematics, computer science, and beyond. Recently, Abhranil Chatterjee, Sumanta Ghosh, Rohit Gurjar, Roshan Raj, and Thomas Thi",2,2,type:blog,,2026-07-10T04:39:49
6809225947bfba81,A sensational Ramsey breakthrough by Domagoj Bradač (reblogged from Sam Mattheus’ blog),Gil Kalai,2026-06-18,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/06/18/a-sensational-ramsey-breakthrough-by-domagoj-bradac-reblogged-from-sam-mattheus-blog/,Gil’s comment: A great result and a beautiful blog post about it. (I thank Nati Linial and Yuval Wigderson who told me about it.) Here is a blog post about the breakthrough on computational complexity.,4,2,"cross-field,legible,type:blog",,2026-07-10T04:39:49
f1782c1a51c26dc2,Three Interviews,Gil Kalai,2026-06-06,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/06/06/three-interviews/,"My interview in the Israeli Academy interview series Interviewer: Alex Lubotzky Top two pictures, taken from the video. Right: my parents with my sister and me, around 1958. Left: Micha Perles carefully checking the proo",2,2,type:blog,,2026-07-10T04:39:49
40d7b72ba49f29ba,Amazing: Erdős’ Unit Distance Problem was Disproved! It was achieved by AI!,Gil Kalai,2026-05-21,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/05/21/amazing-erdos-unit-distance-problem-was-disproved-it-was-achieved-by-ai/,"Paul Erdős’s, in his 1946  paper published in the American Mathematical Monthly, posed two general questions about the distribution of distances determined by a finite set of points in a metric space. 1. Unit Distance Pr",2,2,type:blog,,2026-07-10T04:39:49
884c6960389013e3,Polymath Plus AI,Gil Kalai,2026-04-03,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/04/03/polymath-plus-ai/,"This post was written together with Nissan Hajaj and Ido Kaminer.  Update (June 26,2026):  The problem for the first project has now been resolved.  Update (June, 26, 2926): For all projects (currently four) see our proj",3,3,"high-signif,legible,type:blog",,2026-07-10T04:39:49
b4bfd973d086d508,"Starting Today: Kazhdan Sunday seminar: “Boolean Functions, Hypercontractivity, and Applications”",Gil Kalai,2026-03-22,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/03/22/starting-today-kazhdan-sunday-seminar-boolean-functions-hypercontractivity-and-applications/,"Sunday, 22 March, 2026 – 11:00 to 13:00 Today the seminar will take place via zoom. After Pesach we hope to make it in Ross 70 seminar room.   Repeats every week every Sunday until the end of June 2026 Kazhdan Seminar: B",2,2,type:blog,,2026-07-10T04:39:49
a897041b1b1626b5,Scott Aaronson’s View of my View About Quantum Computing,Gil Kalai,2026-03-10,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/03/10/scott-aaronsons-view-of-my-view-about-quantum-computing/,"This post presents a very good interview of Scott Aaronson with Yuval Boger of QuEra, in which Scott gives a detailed and thoughtful account of his view of my position. Scott nicely characterizes the position I put forwa",2,2,type:blog,,2026-07-10T04:39:49
d9534c4f0f0db30b,The Fully Depolarizing Noise Conjecture for Physical Cat States is Twenty Years Old!,Gil Kalai,2026-03-06,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/03/06/the-fully-depolarizing-noise-conjecture-for-physical-cat-states-is-twenty-years-old/,"Amidst the war, I am holding onto hope for a future of peace and tolerance. At the end of the post I include a few pictures from the safe room (closet). Writing this also made me reflect on related posts from 2017 and 20",2,3,"high-signif,type:blog",,2026-07-10T04:39:49
074732adbda02b8a,Cosmin Pohoata: The Cayley-Bacharach theorem and its applications,Gil Kalai,2026-02-25,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/02/25/cosmin-pohoata-the-cayley-bacharach-theorem-and-its-applications/,"Cosmin Pohoata’s new and beautiful blog post presents several combinatorial applications of the Cayley–Bacharach theorem. Let me also mention his earlier post, in which he gave a new proof of Jamison’s direction tree the",3,3,"high-signif,legible,type:blog",,2026-07-10T04:39:49
1f766028c57ce8a6,"Updates and Plans V:  From Boise to Tel Aviv, Ceasefire, My 70th Birthday, Nostalgia, Problems, Outrageous Conjectures, Quantum, and AI",Gil Kalai,2026-02-03,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/02/03/updates-and-plans-v-from-boise-to-tel-aviv-ceasefire-my-70th-birthday-nostalgia-problems-outrageous-conjectures-quantum-and-ai/,"This is the fifth post of this type (I (2008); II(2011); III(2015); IV(2024)). Between Boise and Tel Aviv During the summer we spent two months in the lovely city of Boise, Idaho. We stayed with my son Hagai and his husb",2,3,"high-signif,type:blog",,2026-07-10T04:39:49
2e261b35d14cc0c6,"ICECA 2026 (August 17-19, 2026), an interview with Christian Krattenthaler, and Condorcet revisited.",Gil Kalai,2026-01-18,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/01/18/iceca-2026-august-17-19-2026-an-interview-with-christian-krattenthaler-and-condorcet-revisited/,"Toufic Mansour, Christian Krattenthaler, and Condorcet. International Conference on Enumerative Combinatorics and Applications (ICECA 2026) The fifth International Conference on Enumerative Combinatorics and Applications",2,2,type:blog,,2026-07-10T04:39:49
53800e8ab936ab96,Dominik Hangleiter’s View Posts on: Has Quantum Advantage Been Achieved?,Gil Kalai,2026-01-15,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/01/15/dominik-hangleiters-view-posts-on-has-quantum-advantage-been-achieved/,"In a recent post on Quantum Frontiers—the first in a series of three—Dominik Hangleiter discusses the question of whether quantum advantage (also known as “quantum supremacy”) has been achieved. (Update, Jan. 26: here is",2,3,"high-signif,type:blog",,2026-07-10T04:39:49
413823d01c732ed5,A Ten-Year-Old Video about Larry Guth and Netz Katz.,Gil Kalai,2026-01-13,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/01/13/a-ten-year-old-video-about-larry-guth-and-netz-katz/,"Facebook recently reminded of a videotaped lecture I gave ten years ago on Larry Guth and Nets Katz. In that lecture, I discussed their famous joint work on the Erdős distinct distances problem, as well as some of their ",3,2,"legible,type:blog",,2026-07-10T04:39:49
15b9c34c2b668a1e,Combinatorics News,Gil Kalai,2026-01-01,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2026/01/01/combinatorics-news/,Happy new 2026 to all our readers! Here are some very interesting combinatorics results that I learned about recently. I will try to write in some more details about some of them later on.  1) Gaussian random graphs and ,3,2,"cross-field,type:blog",,2026-07-10T04:39:49
cc511e080e3e467d,"Combinatorial Morning in Tel Aviv, Sunday 28/12/2025",Gil Kalai,2025-12-26,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/12/26/combinatorial-morning-in-tel-aviv-sunday-28-12-2025/,"Coming very soon! Organizer:      Michael Krivelevich Place:  Schreiber 309, Tel Aviv University Event’s site.  https://sites.google.com/view/combinatorics-seminar-tel-aviv Program 09:30-10:00        Asaf Ferber (UC Irvi",2,2,type:blog,,2026-07-10T04:39:49
732abb214c8416ea,"November’s Lectures, 2025",Gil Kalai,2025-12-21,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/12/21/novembers-lectures-2025/,"Happy Chanukah, everybody! There is a lot of academic activity around, and the ceasefire in Gaza has brought some relief and hope. Let me tell you about the (unusually high number of) lectures I attended in November 2025",2,2,type:blog,,2026-07-10T04:39:49
274ff3dda2cce4a0,Ten Recent Questions for ChatGPT,Gil Kalai,2025-11-21,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/11/21/ten-recent-questions-for-chatgpt/,"I recently asked over Math Overflow about Examples for the use of AI and especially LLMs in notable mathematical developments, and there were several interesting answers.  Here are (slightly edited) 10 recent questions t",2,2,type:blog,,2026-07-10T04:39:49
a2c21ab8a5b671f4,A Visit to the Israeli Quantum Computing Center (IQCC),Gil Kalai,2025-11-13,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/11/13/a-visit-to-the-israeli-quantum-computing-center-iqcc/,Two weeks ago I was invited together with my colleague Shay Mozes to visit the Israeli Quantum Computing Center located near the Tel Aviv University quite close to my home. That morning my wife told me not to be disappoi,2,2,type:blog,,2026-07-10T04:39:49
65ca3f38e931a854,Computational Complexity and Explanations in Physics,Gil Kalai,2025-11-03,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/11/03/computational-complexity-and-explanations-in-physics/,"The title of this post is taken from a recent interesting lecture (judging from the slides) by Scott Aaronson at Columbia University. The lecture explored a wide range of topics at the intersection of physics, computatio",2,2,type:blog,,2026-07-10T04:39:49
45b1e26e294ab3e1,"Kazhdan Seminar fall 2025 – Starting Today Oct. 19, 2026.",Gil Kalai,2025-10-19,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/10/19/kazhdan-seminar-fall-2025-starting-today-oct-19-2026/,"This semester as a part of Kazhdan Sunday seminars we will have the following two activities (see description below) 12-14 Nati Linial and Yuval Peled,  “Recent advances in combinatorics” 14-16 Jake Solomon “Curve counts",3,2,"cross-field,type:blog",,2026-07-10T04:39:49
6eca9a4e11519571,Explicit Lossless Vertex Expanders!,Gil Kalai,2025-10-10,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/10/10/explicit-lossless-vertex-expanders/,"(from left to right): Beth Samuels, Uzi Vishne, Alex Lubotzky, and Winnie Li Jun-Ting Hsieh, Alexander Lubotzky, Sidhanth Mohanty, Assaf Reiner, and Rachel Yun Zhang, Explicit Lossless Vertex Expanders Abstract: We give ",2,2,type:blog,,2026-07-10T04:39:49
bde54cee901c02c5,"Dror Bar-Natan and Roland Van der Veen – A Fast, Strong, and Fun knot invariant!",Gil Kalai,2025-09-25,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/09/25/dror-bar-natan-and-roland-van-der-veen-a-fast-strong-and-fun-knot-invariant/,"Dror Bar-Natan (homepage, Wikipedia) told me about his work with Roland Van der Veen (homepage, arXiv, YouTube) on a wonderful knot invariant which distinguishes knots much better than other knot invariants, and can be c",2,2,"announcement,type:blog",,2026-07-10T04:39:49
f2d767eab94989a0,Polynomial Bounds for  Chowla’s Cosine Problem,Gil Kalai,2025-09-17,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/09/17/polynomial-bounds-for-chowlas-cosine-problem/,"Polynomial bounds for the Chowla cosine problem were achieved independently in two very recent works. Zhihan Jin, Aleksa Milojević, István Tomon, Shengtong Zhang: From small eigenvalues to large cuts, and Chowla’s cosine",3,2,"legible,type:blog",,2026-07-10T04:39:49
e6315024f070d2ec,Maria-Romina Ivan and Sean Jaffe: The saturation number for the diamond is linear,Gil Kalai,2025-09-13,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/09/13/maria-romina-ivan-and-sean-jaffe-the-saturation-number-for-the-diamond-is-linear/,My previous post was about an asymptotic solution of Rota’s basis conjecture and the next few posts will also be devoted to some mathematical news. Before moving to the main featured result let me mention a beautiful blo,2,3,"high-signif,type:blog",,2026-07-10T04:39:49
775ae8b05d44db35,Richard Montgomery and Lisa Sauermann Present Major Progress on Rota’s Basis Conjecture,Gil Kalai,2025-09-09,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/09/09/richard-montgomery-and-lisa-sauermann-present-major-progress-on-rotas-basis-conjecture/,"Richard Montgomery and Lisa Sauermann: Asymptotically-tight packing and covering with transversal bases in Rota’s basis conjecture Abstract: In 1989, Rota conjectured that, given any bases of a vector space of dimension ",2,3,"high-signif,type:blog",,2026-07-10T04:39:49
ebb8daa2020f3e50,ChatGPT is a Useful but Demanding Mathematical Collaborator,Gil Kalai,2025-09-05,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/09/05/chatgpt-is-a-useful-but-demanding-mathematical-collaborator/,"ChatGPT was very useful in explaining (and discussing) some mathematical issue with me. Here is how our conversation had concluded. (In case ChatGPT reads this post, let me emphasize: this is a praise and not a complaint",3,2,"expository,legible,type:blog",,2026-07-10T04:39:49
99affd2832f76d8b,"International Conference on Enumerative Combinatorics and Applications ICECA 2025 (August 25-27, 2025)",Gil Kalai,2025-08-24,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/08/24/international-conference-on-enumerative-combinatorics-and-applications-iceca-2025-august-25-27-2025/,"Toufic Mansour The fourth International Conference on Enumerative Combinatorics and Applications will take place online, August 25–27, 2025. As in the previous three editions, the conference opens with a lecture by Richa",2,2,type:blog,,2026-07-10T04:39:49
e8c60169fbaa8372,Some Questions from Recent Quantum Events,Gil Kalai,2025-07-30,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/07/30/some-questions-from-recent-quantum-events/,"Over the past few years, I have given several lectures about quantum computation, presenting my argument for why quantum computing—and even significant early milestones toward it—are fundamentally impossible. Recently, I",3,2,"legible,type:blog",,2026-07-10T04:39:49
617e6d13a6fc681d,"Amazing: Jie Ma, Wujie Shen, and Shengjie Xie Gave an Exponential Improvement for Ramsey Lower Bounds",Gil Kalai,2025-07-23,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/07/23/amazing-jie-ma-wujie-shen-and-shengjie-xie-gave-an-exponential-improvement-for-ramsey-lower-bounds/,"h/t Benny Sudakov The Ramsey number R(ℓ,k) is the smallest integer n such that in any two-coloring of the edges of the complete graph on n vertices, , by red and blue, there is either a red (a complete graph on vertices ",2,2,type:blog,,2026-07-10T04:39:49
c336f403f41d145d,"Joram’s seminar 2025: Hypercontractivity, Groups and Representations",Gil Kalai,2025-07-15,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/07/15/jorams-seminar-2025-hypercontractivity-groups-and-representations/,"Joram’s seminar 2025 Here is my summary of the recent Joram’s seminar that took place on July 9 and 10 in Jerusalem. Much of the seminar was about the the paper Product Mixing in Compact Lie Groups by David Ellis, Guy Ki",2,2,type:blog,,2026-07-10T04:39:49
dab5eebad04fcdea,Happy Birthday Saharon Shelah and Yuri Gurevich!,Gil Kalai,2025-07-07,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/07/07/happy-birthday-saharon-shelah-and-yuri-gurevich/,Let me briefly report on two birthday conferences for long-time friends and colleagues Saharon Shelah and Yuri Gurevich. Yuri fest took place in Munich and on Zoom between June 20–22 2025 and Shelah’s birthday conference,2,2,type:blog,,2026-07-10T04:39:49
048c52cf9f440b36,Some Events,Gil Kalai,2025-07-02,Gil Kalai — Combinatorics,D,blog,комбинаторика,https://gilkalai.wordpress.com/2025/07/02/some-events/,"Annual meeting of the Israeli Mathematical Union and student talks day, July 6 and 7 The Annual meeting of the Israeli Mathematical Union will be held on Sunday, July 6th 2025 at Bar-Ilan University. The main speakers wi",2,2,type:blog,,2026-07-10T04:39:49
c3e28ef6fd1b510e,A recent experience with ChatGPT 5.5 Pro,gowers,2026-05-08,Timothy Gowers,D,blog,computer science,https://gowers.wordpress.com/2026/05/08/a-recent-experience-with-chatgpt-5-5-pro/,"We are all having to keep revising upwards our assessments of the mathematical capabilities of large language models. I have just made a fairly large revision as a result of ChatGPT 5.5 Pro, to which I am fortunate to ha",2,2,type:blog,,2026-07-10T04:39:49
9c0e0ec1b3daecd3,Group and semigroup puzzles and a possible Polymath project,gowers,2026-03-20,Timothy Gowers,D,blog,алгебра,https://gowers.wordpress.com/2026/03/20/group-and-semigroup-puzzles-and-a-possible-polymath-project/,"An Artin-Tits group is a group with a finite set of generators in which every relation is of the form or for some positive integer , where and are two of the generators. In particular, the commutation relation is allowed",3,2,"legible,type:blog",,2026-07-10T04:39:49
277a7e861d74e375,Creating a database of motivated proofs,gowers,2025-09-22,Timothy Gowers,D,blog,алгебраическая геометрия,https://gowers.wordpress.com/2025/09/22/creating-a-database-of-motivated-proofs/,"It’s been over three years since my last post on this blog and I have sometimes been asked, understandably, whether the project I announced in my previous post was actually happening. The answer is yes — the grant I rece",2,2,"announcement,type:blog",,2026-07-10T04:39:49
d197f8a8bf9404cb,Octonions and the Standard Model,John Baez,2026-06-16,John Baez — Azimuth,D,blog,математическая физика,https://johncarlosbaez.wordpress.com/2026/06/16/octonions-and-the-standard-model-2/,"Paul Schwahn and I have come out with a new paper about octonions and the Standard Model: • The Standard Model gauge group from the exceptional Jordan algebra It builds on things I’ve discussed here, but it goes further.",2,2,type:blog,,2026-07-10T04:39:49
c2e5c22f764f89ac,Interview with Micah Zarin,John Baez,2026-06-02,John Baez — Azimuth,D,blog,математическая физика,https://johncarlosbaez.wordpress.com/2026/06/02/interview-with-micah-zarin/,"I’m not completely happy with this interview with Micah Zarin. It was nothing he did, it was me. I forgot to say that current-day AI wastes a lot of energy, and companies hope to use it to lay off people, and oligarchs a",2,2,type:blog,,2026-07-10T04:39:49
fc4d6dbe1017d0e5,Summing the Reciprocals of Primes,John Baez,2026-06-01,John Baez — Azimuth,D,blog,математическая физика,https://johncarlosbaez.wordpress.com/2026/06/01/summing-the-reciprocals-of-primes/,"The sum of the reciprocals of the primes diverges, but very slowly. The sum of the reciprocals of the first 100 primes is 2.106… The sum of the reciprocals of the first 1,000 primes is 2.457… For the first 10,000 it’s 2.",2,3,"high-signif,type:blog",,2026-07-10T04:39:49
e9f957ed87d4011c,From Pentagons to Pentagrams,John Baez,2026-05-29,John Baez — Azimuth,D,blog,математическая физика,https://johncarlosbaez.wordpress.com/2026/05/29/from-pentagons-to-pentagrams/,"I recently showed you that if you take the regular icosahedron: considered in a coordinate system based on the golden ratio, and then replace √5 by -√5 in all your formulas, you get the great icosahedron: But this fact i",3,2,"legible,type:blog",,2026-07-10T04:39:49
a3f398475fd85b78,The Great Icosahedron,John Baez,2026-05-27,John Baez — Azimuth,D,blog,математическая физика,https://johncarlosbaez.wordpress.com/2026/05/27/the-great-icosahedron/,"I never knew what was so great about the ‘great icosahedron’. Now I do. Take a regular icosahedron whose vertices have coordinates in the field ℚ[√5], which consists of numbers a + b√5 with a and b rational. Apply the no",2,2,type:blog,,2026-07-10T04:39:49
24cd8d274b05af22,What Are Atoms Made Of?,John Baez,2026-05-24,John Baez — Azimuth,D,blog,математическая физика,https://johncarlosbaez.wordpress.com/2026/05/24/what-are-atoms-made-of/,"This post starts with the the slides of an elementary talk I gave at Sloans Bar and Grill, in Glasgow, as part of a wonderful series called A Pint of Science. At the end I include some fascinating details which I only ha",2,2,type:blog,,2026-07-10T04:39:49
a672f49db589ceb6,Phasons in Quasicrystals,John Baez,2026-05-19,John Baez — Azimuth,D,blog,математическая физика,https://johncarlosbaez.wordpress.com/2026/05/19/quasicrystal_phasons/,"In 2025, researchers studied a quasicrystal forged in a hypervelocity asteroid collision 600 million years ago—and found that it contains ‘phasons’! It’s not a perfect icosahedral quasicrystal: it’s slightly distorted. 6",2,2,type:blog,,2026-07-10T04:39:49
7b3b8f948f3f0e9c,Naturally Occurring Quasicrystals,John Baez,2026-05-14,John Baez — Azimuth,D,blog,математическая физика,https://johncarlosbaez.wordpress.com/2026/05/14/naturally-occurring-quasicrystals/,"I love quasicrystals—like crystals, but with patterns that never repeat, like Penrose tiles. But they’ve very rare in nature. They’re created only by the most exotic and violent events: a high-speed collision of asteroid",2,2,type:blog,,2026-07-10T04:39:49
f6cc56ea8eebf912,Freiman’s Constant,John Baez,2026-05-07,John Baez — Azimuth,D,blog,математическая физика,https://johncarlosbaez.wordpress.com/2026/05/07/freimans-constant/,I recently asked people on Mastodon “What’s the most surprising fact you’ve learned in the last couple of weeks?” It was a nice way to learn a lot of interesting things. My own biggest recent surprise was this: the numbe,2,2,type:blog,,2026-07-10T04:39:49
